Latitude,Longitude,Street,Hour,Incident_Count,Total_Injured
40.7089,-73.95472,KEAP ST,0,1,0
40.76985,-73.92295,27 STREET,0,1,0
40.79383,-73.93702,Unknown,0,1,0
40.866062,-73.92251,WEST 204 STREET,0,2,0
40.654327,-73.9221,KINGS HIGHWAY,0,4,0
40.72783,-73.70767,257 STREET,0,1,0
40.673943,-73.86393,SUTTER AVENUE,0,3,0
40.856434,-73.886826,EAST 188 STREET,0,1,0
40.65763,-73.94179,Unknown,0,1,0
40.66478,-73.92559,Unknown,0,1,0
40.661377,-73.91056,Unknown,0,1,0
40.711296,-73.9613,Unknown,0,1,0
40.744644,-74.00639,WEST 18 STREET,0,2,0
40.600105,-73.96568,Unknown,0,1,0
40.598156,-73.951195,Unknown,0,1,0
40.794285,-73.95112,EAST 106 STREET,0,1,0
40.72118,-73.95866,WYTHE AVENUE,0,3,0
40.783573,-73.91829,SHORE BOULEVARD,0,1,0
40.601204,-73.91303,Unknown,0,1,0
40.636074,-73.92191,FARRAGUT ROAD,0,1,0
40.59455,-73.997574,BELT PARKWAY,0,3,0
40.820004,-73.888885,GARRISON AVENUE,0,1,0
40.70898,-73.80418,PARSONS BOULEVARD,0,3,0
40.661606,-73.9503,Unknown,0,1,0
40.594738,-73.95176,AVENUE W,0,1,0
40.77008,-73.94784,FDR DRIVE,0,1,0
40.66257,-73.947426,Unknown,0,1,0
40.794243,-73.931145,FDR DRIVE,0,1,0
40.82226,-73.911705,Unknown,0,1,0
40.623043,-74.02939,Unknown,0,1,0
40.632725,-73.90017,EAST 88 STREET,0,1,0
40.6687,-73.9965,GOWANUS EXPRESSWAY,0,1,0
40.685074,-73.83029,112 STREET,0,1,0
40.691353,-73.92142,BUSHWICK AVENUE,0,3,0
40.764225,-73.77839,Unknown,0,1,0
40.758102,-73.94196,Unknown,0,1,0
40.75632,-73.999275,Unknown,0,1,0
40.559128,-74.17082,Unknown,0,1,0
40.83045,-73.86199,Unknown,0,1,0
40.73028,-73.84824,66 AVENUE,0,1,0
40.829376,-73.88562,SHERIDAN EXPRESSWAY,0,2,0
40.70618,-73.786064,173 STREET,0,1,0
40.87757,-73.85643,E 214 ST,0,1,0
40.707,-73.9538,Unknown,0,1,0
40.731155,-73.84282,66 ROAD,0,1,0
40.71448,-73.99137,Unknown,0,1,0
40.712593,-73.782486,Unknown,0,1,0
40.719337,-73.985916,RIVINGTON STREET,0,1,0
40.862404,-73.89799,EAST FORDHAM ROAD,0,1,0
40.711903,-73.94902,LORIMER STREET,0,1,0
40.696453,-73.81211,Unknown,0,1,0
40.68418,-73.983955,NEVINS STREET,0,1,0
40.63141,-74.09005,Unknown,0,1,0
40.717754,-73.75815,205 STREET,0,1,0
40.73851,-73.8065,LONG ISLAND EXPRESSWAY,0,1,0
40.773045,-73.993416,HENRY HUDSON PARKWAY,0,1,0
40.66361,-73.98964,Unknown,0,1,0
40.726376,-73.76624,FRANCIS LEWIS BOULEVARD,0,4,0
40.758274,-73.93336,CRESCENT STREET,0,1,0
40.690914,-73.72819,LINDEN BOULEVARD,0,1,0
40.82686,-73.85886,Unknown,0,1,0
40.595932,-73.75963,BEACH 26 STREET,0,1,0
40.83639,-73.91588,GRAND CONCOURSE,0,3,0
40.702255,-73.92008,IRVING AVENUE,0,2,0
40.676594,-73.91556,ATLANTIC AVENUE,0,1,0
40.721436,-73.99555,Unknown,0,1,0
40.66849,-73.95588,Unknown,0,1,0
40.680584,-73.9809,4 AVENUE,0,1,0
40.83432,-73.85058,Unknown,0,1,0
40.64902,-74.00625,5 AVENUE,0,1,0
40.667572,-73.8257,150 AVENUE,0,1,0
40.67916,-73.927155,Unknown,0,1,0
40.646572,-74.08909,Unknown,0,1,0
40.684452,-73.80662,VAN WYCK EXPWY,0,1,0
40.641533,-74.01045,6 AVENUE,0,1,0
40.722927,-74.00218,BROOME STREET,0,2,0
40.84434,-73.89204,CROTONA AVE,0,1,0
40.714073,-73.95534,METROPOLITAN AVENUE,0,3,0
40.76673,-73.91712,Unknown,0,1,0
40.760925,-73.926476,Unknown,0,1,0
