Latitude,Longitude,Street,Incident_Count,Injured,Killed,Congestion_Index,Last_Incident_Date
40.602524,-73.98077,Unknown,1,0,0,0.21,2026-04-07T00:00:00.000
40.81655,-73.81228,HARDING AVE,1,0,0,0.21,2026-03-31T00:00:00.000
40.815197,-73.91063,Unknown,1,0,0,0.21,2026-03-29T00:00:00.000
40.666405,-73.802635,BELT PARKWAY,1,0,0,0.21,2026-03-27T00:00:00.000
40.637184,-74.01714,Unknown,1,0,0,0.21,2026-03-31T00:00:00.000
40.66989,-73.9338,SCHENECTADY AVE,1,0,0,0.21,2026-03-25T00:00:00.000
40.67995,-73.93631,Unknown,1,0,0,0.21,2026-04-11T00:00:00.000
40.632492,-73.94959,CAMPUS RD,1,0,0,0.21,2026-04-03T00:00:00.000
40.748917,-73.93739,JACKSON AVE,1,0,0,0.21,2026-04-02T00:00:00.000
40.81099,-73.93466,HARLEM RIVER DRIVE RAMP,1,0,0,0.21,2026-03-30T00:00:00.000
40.724693,-73.75409,212 ST,1,0,0,0.21,2026-04-03T00:00:00.000
40.750977,-73.93474,NORTHERN BLVD,1,0,0,0.21,2026-04-01T00:00:00.000
40.829956,-73.930084,WOODYCREST AVE,1,0,0,0.21,2026-03-31T00:00:00.000
40.669098,-73.80118,133 AVENUE,1,0,0,0.21,2026-04-06T00:00:00.000
40.688847,-73.92118,HOWARD AVE,1,0,0,0.21,2026-04-03T00:00:00.000
40.692722,-73.72673,CROSS ISLAND PARKWAY,1,0,0,0.21,2026-03-30T00:00:00.000
40.884727,-73.853806,Unknown,1,0,0,0.21,2026-04-06T00:00:00.000
40.684082,-73.764656,178 PL,1,0,0,0.21,2026-04-03T00:00:00.000
40.729267,-73.79427,Unknown,1,0,0,0.21,2026-04-04T00:00:00.000
40.691235,-73.99735,Unknown,1,0,0,0.21,2026-03-21T00:00:00.000
40.663807,-73.7343,Unknown,1,0,0,0.21,2026-03-31T00:00:00.000
40.84929,-73.938934,W 179 ST,1,0,0,0.21,2026-04-08T00:00:00.000
40.640945,-73.94576,Unknown,1,0,0,0.21,2026-03-24T00:00:00.000
40.712215,-73.91116,GRANDVIEW AVE,1,0,0,0.21,2026-03-28T00:00:00.000
40.700768,-73.99094,CADMAN PLZ W,1,0,0,0.21,2026-03-29T00:00:00.000
40.743263,-73.91963,45 ST,1,0,0,0.21,2026-04-06T00:00:00.000
40.657738,-73.93017,Unknown,1,0,0,0.21,2026-03-25T00:00:00.000
40.659653,-73.77383,NASSAU EXPY,1,0,0,0.21,2026-04-04T00:00:00.000
40.61958,-74.032646,92 ST,1,0,0,0.21,2026-03-26T00:00:00.000
40.744812,-73.89894,Unknown,1,0,0,0.21,2026-04-04T00:00:00.000
40.626156,-73.94657,Unknown,1,0,0,0.21,2026-03-30T00:00:00.000
40.713028,-73.954445,BROOKLYN QUEENS EXPRESSWAY,1,0,0,0.21,2026-03-23T00:00:00.000
40.692398,-73.81811,Unknown,1,0,0,0.21,2026-03-29T00:00:00.000
40.704494,-73.80858,Unknown,1,0,0,0.21,2026-03-24T00:00:00.000
40.65737,-73.89904,LINDEN BLVD,1,0,0,0.21,2026-03-25T00:00:00.000
40.88435,-73.887054,W GUN HILL RD,1,0,0,0.21,2026-04-12T00:00:00.000
40.686905,-73.859085,82 ST,1,0,0,0.21,2026-03-30T00:00:00.000
40.73799,-73.90368,61 STREET,1,0,0,0.21,2026-04-05T00:00:00.000
40.5177,-74.24054,ARTHUR KILL RD,1,0,0,0.21,2026-04-02T00:00:00.000
40.708332,-73.863045,88 ST,1,0,0,0.21,2026-04-02T00:00:00.000
40.74883,-73.908905,39 AVE,1,0,0,0.21,2026-04-03T00:00:00.000
40.840954,-73.93947,ST NICHOLAS AVE,1,0,0,0.21,2026-04-09T00:00:00.000
40.88736,-73.84751,Unknown,1,0,0,0.21,2026-04-10T00:00:00.000
40.70871,-73.779045,JAMAICA AVE,1,0,0,0.21,2026-04-07T00:00:00.000
40.687164,-73.85231,ATLANTIC AVE,1,0,0,0.21,2026-03-28T00:00:00.000
40.82419,-73.8717,BRONX RIVER PARKWAY RAMP,1,0,0,0.21,2026-03-21T00:00:00.000
40.861755,-73.91037,Unknown,1,0,0,0.21,2026-03-21T00:00:00.000
40.737793,-73.89757,Unknown,1,0,0,0.21,2026-03-27T00:00:00.000
40.64813,-74.01773,Unknown,1,0,0,0.21,2026-03-23T00:00:00.000
40.722603,-73.93711,VANDERVOORT AVE,1,0,0,0.21,2026-04-06T00:00:00.000
40.699333,-73.95499,Unknown,1,0,0,0.21,2026-03-22T00:00:00.000
40.652855,-73.94591,E 34 ST,1,0,0,0.21,2026-04-05T00:00:00.000
40.626408,-74.01852,BROOKLYN QUEENS EXPRESSWAY,1,0,0,0.21,2026-03-27T00:00:00.000
40.72145,-73.9974,KENMARE ST,1,0,0,0.21,2026-04-03T00:00:00.000
40.83256,-73.885376,E 172 ST,1,0,0,0.21,2026-04-05T00:00:00.000
40.74147,-74.008736,W 13 ST,1,0,0,0.21,2026-04-12T00:00:00.000
40.629646,-74.0107,67 ST,1,0,0,0.21,2026-04-12T00:00:00.000
40.78937,-73.81152,14 AVE,1,0,0,0.21,2026-03-31T00:00:00.000
40.59845,-73.98078,AVENUE T,1,0,0,0.21,2026-03-22T00:00:00.000
40.70079,-73.960495,WYTHE AVE,1,0,0,0.21,2026-03-31T00:00:00.000
40.7453,-73.98685,5 AVE,1,0,0,0.21,2026-03-21T00:00:00.000
40.73038,-73.986374,E 11 ST,1,0,0,0.21,2026-03-22T00:00:00.000
40.856705,-73.90769,Unknown,1,0,0,0.21,2026-04-09T00:00:00.000
40.679806,-73.854225,Unknown,1,0,0,0.21,2026-04-02T00:00:00.000
40.689598,-73.91024,CENTRAL AVE,1,0,0,0.21,2026-04-14T00:00:00.000
40.833645,-73.89216,CHARLOTTE ST,1,0,0,0.21,2026-03-26T00:00:00.000
40.66846,-73.730774,Unknown,1,0,0,0.21,2026-03-28T00:00:00.000
40.840775,-73.87246,BRONX RIVER PARKWAY,1,0,0,0.21,2026-04-14T00:00:00.000
40.720753,-74.01007,GREENWICH ST,1,0,0,0.21,2026-04-10T00:00:00.000
40.6525,-73.92464,CHURCH AVE,1,0,0,0.21,2026-04-07T00:00:00.000
40.57811,-73.99262,NEPTUNE AVE,1,0,0,0.21,2026-04-01T00:00:00.000
40.559128,-74.17082,Unknown,1,0,0,0.21,2026-03-29T00:00:00.000
40.759037,-73.88789,80 ST,1,0,0,0.21,2026-04-01T00:00:00.000
40.632442,-73.94448,Unknown,1,0,0,0.21,2026-03-24T00:00:00.000
40.74159,-73.85287,CORONA AVE,1,0,0,0.21,2026-03-27T00:00:00.000
40.6756,-73.90068,ATLANTIC AVE,1,0,0,0.21,2026-04-14T00:00:00.000
40.89325,-73.854065,E 234 ST,1,0,0,0.21,2026-04-07T00:00:00.000
40.884502,-73.87888,Unknown,1,0,0,0.21,2026-04-06T00:00:00.000
40.734272,-73.862595,HORACE HARDING EXPY,1,0,0,0.21,2026-03-26T00:00:00.000
40.76449,-73.9624,Unknown,1,0,0,0.21,2026-04-01T00:00:00.000
40.770603,-73.917656,GRAND CENTRAL PKWY,1,0,0,0.21,2026-04-04T00:00:00.000
40.75411,-73.82009,Unknown,1,0,0,0.21,2026-04-08T00:00:00.000
40.700222,-73.98639,JAY STREET,1,0,0,0.21,2026-04-09T00:00:00.000
40.79104,-73.97919,Unknown,1,0,0,0.21,2026-03-29T00:00:00.000
40.62916,-74.017494,BROOKLYN QUEENS EXPRESSWAY,1,0,0,0.21,2026-04-12T00:00:00.000
40.72681,-73.77596,193 ST,1,0,0,0.21,2026-03-25T00:00:00.000
40.765305,-73.97185,Unknown,1,0,0,0.21,2026-03-21T00:00:00.000
40.7544,-73.7621,Unknown,1,0,0,0.21,2026-04-03T00:00:00.000
40.624912,-74.1467,WILLOW RD W,1,0,0,0.21,2026-03-28T00:00:00.000
40.842155,-73.942276,W 168 ST,1,0,0,0.21,2026-04-12T00:00:00.000
40.712437,-73.90637,Unknown,1,0,0,0.21,2026-04-03T00:00:00.000
40.803116,-73.95632,W 114 ST,1,0,0,0.21,2026-04-02T00:00:00.000
40.89084,-73.86217,E 228 ST,1,0,0,0.21,2026-03-31T00:00:00.000
40.721233,-73.984085,Unknown,1,0,0,0.21,2026-03-27T00:00:00.000
40.732582,-73.86805,HORACE HARDING EXPY,1,0,0,0.21,2026-03-31T00:00:00.000
40.62225,-74.14676,HOUSTON ST,1,0,0,0.21,2026-04-03T00:00:00.000
40.789032,-73.95411,Unknown,1,0,0,0.21,2026-04-09T00:00:00.000
40.743046,-73.79567,FRESH MEADOW LN,1,0,0,0.21,2026-03-25T00:00:00.000
40.72927,-73.85202,Unknown,1,0,0,0.21,2026-03-28T00:00:00.000
40.835125,-73.94551,W 158 ST,1,0,0,0.21,2026-04-04T00:00:00.000
40.67146,-73.99102,3 AVE,1,0,0,0.21,2026-04-06T00:00:00.000
40.884735,-73.84044,BAYCHESTER AVE,1,0,0,0.21,2026-03-24T00:00:00.000
40.669865,-73.91093,Unknown,1,0,0,0.21,2026-04-02T00:00:00.000
40.734234,-73.72275,CROSS ISLAND PARKWAY,1,0,0,0.21,2026-03-21T00:00:00.000
40.674625,-74.00771,COLUMBIA ST,1,0,0,0.21,2026-04-02T00:00:00.000
40.675194,-73.988525,Unknown,1,0,0,0.21,2026-04-11T00:00:00.000
40.667652,-73.8853,JEROME ST,1,0,0,0.21,2026-04-10T00:00:00.000
40.668602,-73.87752,NEW LOTS AVE,1,0,0,0.21,2026-04-08T00:00:00.000
40.652462,-73.92285,CHURCH AVE,1,0,0,0.21,2026-03-29T00:00:00.000
40.7621,-73.97566,Unknown,1,0,0,0.21,2026-04-04T00:00:00.000
40.72135,-74.00464,CANAL ST,1,0,0,0.21,2026-03-22T00:00:00.000
40.679585,-73.93678,Unknown,1,0,0,0.21,2026-03-26T00:00:00.000
40.703346,-73.85539,WOODHAVEN BLVD,1,0,0,0.21,2026-03-21T00:00:00.000
40.72924,-73.87143,WOODHAVEN BLVD,1,0,0,0.21,2026-04-10T00:00:00.000
40.66929,-73.84244,CROSS BAY BLVD,1,0,0,0.21,2026-04-04T00:00:00.000
40.873447,-73.90775,Unknown,1,0,0,0.21,2026-03-26T00:00:00.000
40.729824,-74.0106,WEST ST,1,0,0,0.21,2026-03-28T00:00:00.000
40.856342,-73.86785,Unknown,1,0,0,0.21,2026-03-26T00:00:00.000
40.624992,-74.17782,STATEN ISLAND EXPY,1,0,0,0.21,2026-03-21T00:00:00.000
40.771526,-73.92049,Unknown,1,0,0,0.21,2026-04-11T00:00:00.000
40.587482,-74.19053,Unknown,1,0,0,0.21,2026-04-09T00:00:00.000
40.677277,-73.79118,Unknown,1,0,0,0.21,2026-04-05T00:00:00.000
40.855434,-73.855354,WILLIAMSBRIDGE RD,1,0,0,0.21,2026-03-30T00:00:00.000
40.5082,-74.22765,HYLAN BLVD,1,0,0,0.21,2026-04-05T00:00:00.000
40.71074,-73.94547,MANHATTAN AVE,1,0,0,0.21,2026-04-04T00:00:00.000
40.72773,-73.95188,Unknown,1,0,0,0.21,2026-04-11T00:00:00.000
40.741657,-73.86821,Unknown,1,0,0,0.21,2026-03-29T00:00:00.000
40.733425,-73.97447,FDR DRIVE,1,0,0,0.21,2026-03-25T00:00:00.000
40.718033,-73.74479,214 ST,1,0,0,0.21,2026-04-04T00:00:00.000
40.864807,-73.919365,W 207 ST,1,0,0,0.21,2026-04-05T00:00:00.000
40.84664,-73.92568,MAJOR DEEGAN EXPRESSWAY,1,0,0,0.21,2026-04-06T00:00:00.000
40.69401,-73.96109,CLASSON AVE,1,0,0,0.21,2026-03-25T00:00:00.000
40.86197,-73.90836,Unknown,1,0,0,0.21,2026-03-31T00:00:00.000
40.60956,-73.9663,E 7 ST,1,0,0,0.21,2026-04-05T00:00:00.000
40.74135,-73.93709,30 PL,1,0,0,0.21,2026-04-12T00:00:00.000
40.806976,-73.93764,E 128 ST,1,0,0,0.21,2026-04-03T00:00:00.000
40.807705,-73.92954,BRUCKNER BLVD,1,0,0,0.21,2026-04-02T00:00:00.000
40.842846,-73.825676,COUNTRY CLUB RD,1,0,0,0.21,2026-03-26T00:00:00.000
40.686905,-73.944626,GATES AVE,1,0,0,0.21,2026-04-05T00:00:00.000
40.77882,-73.95399,E 86 ST,1,0,0,0.21,2026-04-13T00:00:00.000
40.682693,-73.87267,Unknown,1,0,0,0.21,2026-04-04T00:00:00.000
40.878647,-73.8716,WEBSTER AVE,1,0,0,0.21,2026-03-26T00:00:00.000
40.876865,-73.87973,VAN CORTLANDT AVE E,1,0,0,0.21,2026-04-01T00:00:00.000
40.715237,-74.00542,DUANE ST,1,0,0,0.21,2026-04-09T00:00:00.000
40.64094,-73.9605,E 19 ST,1,0,0,0.21,2026-04-06T00:00:00.000
40.86513,-73.8843,Unknown,1,0,0,0.21,2026-04-04T00:00:00.000
40.726448,-73.75632,GRAND CENTRAL PKWY,1,0,0,0.21,2026-04-03T00:00:00.000
40.775234,-73.829025,WHITESTONE EXPRESSWAY,1,0,0,0.21,2026-04-03T00:00:00.000
40.67423,-73.98855,Unknown,1,0,0,0.21,2026-04-08T00:00:00.000
40.692184,-73.82262,Unknown,1,0,0,0.21,2026-03-30T00:00:00.000
40.634,-73.94777,NOSTRAND AVE,1,0,0,0.21,2026-04-04T00:00:00.000
40.74608,-73.97494,2 AVE,1,0,0,0.21,2026-04-09T00:00:00.000
40.81834,-73.907,E 156 ST,1,0,0,0.21,2026-03-26T00:00:00.000
40.67006,-73.89056,SUTTER AVE,1,0,0,0.21,2026-03-24T00:00:00.000
40.764084,-73.83335,PRINCE ST,1,0,0,0.21,2026-04-08T00:00:00.000
40.84812,-73.930885,AMSTERDAM AVE,1,0,0,0.21,2026-03-24T00:00:00.000
40.728046,-73.91479,Unknown,1,0,0,0.21,2026-04-02T00:00:00.000
40.661957,-73.84086,Unknown,1,0,0,0.21,2026-04-09T00:00:00.000
40.738903,-73.987305,E 21 ST,1,0,0,0.21,2026-04-07T00:00:00.000
40.609802,-74.141075,WOOLLEY AVE,1,0,0,0.21,2026-04-14T00:00:00.000
40.673183,-74.00261,LORRAINE ST,1,0,0,0.21,2026-04-14T00:00:00.000
40.72428,-74.00301,Unknown,1,0,0,0.21,2026-03-26T00:00:00.000
40.668816,-73.99672,HAMILTON AVE,1,0,0,0.21,2026-03-27T00:00:00.000
40.86089,-73.82835,HUTCHINSON RVR PKWY ET 2 A SB,1,0,0,0.21,2026-03-22T00:00:00.000
40.69266,-73.9368,Unknown,1,0,0,0.21,2026-03-28T00:00:00.000
40.84151,-73.8595,Unknown,1,0,0,0.21,2026-03-31T00:00:00.000
40.673542,-73.883934,Unknown,1,0,0,0.21,2026-04-14T00:00:00.000
40.822117,-73.89688,INTERVALE AVE,1,0,0,0.21,2026-04-08T00:00:00.000
40.74943,-73.93565,Unknown,1,0,0,0.21,2026-03-26T00:00:00.000
40.74502,-73.71577,UNION TPKE,1,0,0,0.21,2026-04-04T00:00:00.000
40.728428,-74.00737,Unknown,1,0,0,0.21,2026-04-12T00:00:00.000
40.652317,-73.921234,Unknown,1,0,0,0.21,2026-04-09T00:00:00.000
40.65671,-73.956474,BEDFORD AVE,1,0,0,0.21,2026-03-25T00:00:00.000
40.73346,-73.80759,Unknown,1,0,0,0.21,2026-04-11T00:00:00.000
40.644863,-74.01747,3 AVE,1,0,0,0.21,2026-04-10T00:00:00.000
40.724667,-73.82078,MAIN ST,1,0,0,0.21,2026-04-12T00:00:00.000
40.801292,-73.94389,E 118 ST,1,0,0,0.21,2026-03-24T00:00:00.000
40.746777,-73.79241,UNDERHILL AVE,1,0,0,0.21,2026-03-28T00:00:00.000
40.618557,-73.95503,OCEAN AVE,1,0,0,0.21,2026-03-29T00:00:00.000
40.789238,-73.804855,14 AVE,1,0,0,0.21,2026-03-27T00:00:00.000
40.620705,-73.963234,Unknown,1,0,0,0.21,2026-03-26T00:00:00.000
40.750416,-73.89773,35 AVE,1,0,0,0.21,2026-04-04T00:00:00.000
40.60862,-74.14824,STATEN ISLAND EXPRESSWAY,1,0,0,0.21,2026-03-28T00:00:00.000
40.70064,-73.8021,BEAVER RD,1,0,0,0.21,2026-04-05T00:00:00.000
40.848938,-73.93707,W 179 ST,1,0,0,0.21,2026-04-14T00:00:00.000
40.77584,-73.986084,Unknown,1,0,0,0.21,2026-04-12T00:00:00.000
40.771347,-73.922844,CRESCENT ST,1,0,0,0.21,2026-04-05T00:00:00.000
40.72877,-74.00709,W HOUSTON ST,1,0,0,0.21,2026-03-24T00:00:00.000
40.731815,-73.87129,LONG ISLAND EXPY,1,0,0,0.21,2026-03-28T00:00:00.000
40.90443,-73.878265,MAJOR DEEGAN EXPRESSWAY,1,0,0,0.21,2026-03-22T00:00:00.000
40.739677,-73.988846,Unknown,1,0,0,0.21,2026-04-11T00:00:00.000
40.836643,-73.83381,WATERBURY AVE,1,0,0,0.21,2026-04-02T00:00:00.000
40.641323,-73.905685,Unknown,1,0,0,0.21,2026-04-13T00:00:00.000
40.66925,-73.93943,ALBANY AVE,1,0,0,0.21,2026-04-03T00:00:00.000
40.83552,-73.877495,Unknown,1,0,0,0.21,2026-04-01T00:00:00.000
40.856056,-73.83293,HUTCHINSON RIVER PARKWAY,1,0,0,0.21,2026-03-22T00:00:00.000
40.617855,-74.039185,94 ST,1,0,0,0.21,2026-03-22T00:00:00.000
40.760647,-73.94047,Unknown,1,0,0,0.21,2026-03-27T00:00:00.000
40.62432,-74.02475,5 AVE,1,0,0,0.21,2026-04-06T00:00:00.000
40.764366,-73.96161,E 65 ST,1,0,0,0.21,2026-04-07T00:00:00.000
40.68645,-73.76118,120 AVE,1,0,0,0.21,2026-04-09T00:00:00.000
40.84449,-73.84624,WILLIAMSBRIDGE RD,1,0,0,0.21,2026-04-05T00:00:00.000
40.59555,-74.08713,Unknown,1,0,0,0.21,2026-03-23T00:00:00.000
40.868305,-73.86169,Unknown,1,0,0,0.21,2026-04-12T00:00:00.000
40.700714,-73.81514,VAN WYCK EXPY,1,0,0,0.21,2026-04-13T00:00:00.000
40.742256,-74.0007,W 18 ST,1,0,0,0.21,2026-03-21T00:00:00.000
40.719913,-73.856384,DANE PL,1,0,0,0.21,2026-03-24T00:00:00.000
40.829754,-73.87373,WESTCHESTER AVE,1,0,0,0.21,2026-04-13T00:00:00.000
40.69614,-73.85283,WOODHAVEN BLVD,1,0,0,0.21,2026-04-11T00:00:00.000
40.693825,-73.90828,Unknown,1,0,0,0.21,2026-03-27T00:00:00.000
40.74094,-73.917244,48 ST,1,0,0,0.21,2026-03-30T00:00:00.000
40.755253,-73.925476,Unknown,1,0,0,0.21,2026-03-30T00:00:00.000
40.85533,-73.85958,Unknown,1,0,0,0.21,2026-03-27T00:00:00.000
40.602795,-73.99318,Unknown,1,0,0,0.21,2026-03-23T00:00:00.000
40.633137,-74.13094,SIMONSON PL,1,0,0,0.21,2026-03-21T00:00:00.000
40.70502,-73.87943,CENTRAL AVE,1,0,0,0.21,2026-03-25T00:00:00.000
40.688904,-73.98093,FLATBUSH AVE,1,0,0,0.21,2026-03-31T00:00:00.000
40.756138,-73.98317,AVENUE OF THE AMERICAS,1,0,0,0.21,2026-03-28T00:00:00.000
40.623325,-73.99712,15 AVE,1,0,0,0.21,2026-04-14T00:00:00.000
40.673347,-73.894104,Unknown,1,0,0,0.21,2026-03-30T00:00:00.000
40.870228,-73.88716,E 199 ST,1,0,0,0.21,2026-04-12T00:00:00.000
40.80366,-73.93521,Unknown,1,0,0,0.21,2026-03-25T00:00:00.000
40.760418,-73.97583,E 53 ST,1,0,0,0.21,2026-04-01T00:00:00.000
40.620953,-74.030624,Unknown,1,0,0,0.21,2026-03-22T00:00:00.000
40.867733,-73.858604,ARNOW AVE,1,0,0,0.21,2026-04-07T00:00:00.000
40.69215,-73.86215,JAMAICA AVE,1,0,0,0.21,2026-03-31T00:00:00.000
40.755505,-73.96806,E 51 ST,1,0,0,0.21,2026-03-22T00:00:00.000
40.60831,-74.01133,Unknown,1,0,0,0.21,2026-04-09T00:00:00.000
40.703026,-73.80844,SUTPHIN BLVD,1,0,0,0.21,2026-03-24T00:00:00.000
40.676083,-73.90613,SACKMAN ST,1,0,0,0.21,2026-03-27T00:00:00.000
40.737885,-73.9809,E 23 ST,1,0,0,0.21,2026-04-13T00:00:00.000
40.6513,-73.94848,Unknown,1,0,0,0.21,2026-04-02T00:00:00.000
40.638786,-73.94537,NEW YORK AVE,1,0,0,0.21,2026-04-01T00:00:00.000
40.63287,-74.16045,Unknown,1,0,0,0.21,2026-03-30T00:00:00.000
40.698265,-73.93398,BUSHWICK AVE,1,0,0,0.21,2026-04-14T00:00:00.000
40.76662,-73.91641,Unknown,1,0,0,0.21,2026-03-27T00:00:00.000
40.722584,-73.85089,YELLOWSTONE BLVD,1,0,0,0.21,2026-03-22T00:00:00.000
40.687935,-73.91539,HANCOCK ST,1,0,0,0.21,2026-03-23T00:00:00.000
40.61012,-73.984886,AVENUE O,1,0,0,0.21,2026-04-04T00:00:00.000
40.83763,-73.9072,Unknown,1,0,0,0.21,2026-04-13T00:00:00.000
40.76445,-73.99146,Unknown,1,0,0,0.21,2026-03-22T00:00:00.000
40.62368,-73.96811,Unknown,1,0,0,0.21,2026-04-10T00:00:00.000
40.76049,-73.76752,215 ST,1,0,0,0.21,2026-04-11T00:00:00.000
40.816307,-73.90805,WESTCHESTER AVE,1,0,0,0.21,2026-03-25T00:00:00.000
40.842655,-73.9023,EAST 173 STREET,1,0,0,0.21,2026-04-03T00:00:00.000
40.72079,-73.9465,GRAHAM AVE,1,0,0,0.21,2026-03-23T00:00:00.000
40.641228,-73.91233,Unknown,1,0,0,0.21,2026-03-24T00:00:00.000
40.705547,-74.00795,PEARL ST,1,0,0,0.21,2026-04-07T00:00:00.000
40.66934,-73.87097,Unknown,1,0,0,0.21,2026-04-13T00:00:00.000
40.849453,-73.906,GRAND CONC,1,0,0,0.21,2026-03-30T00:00:00.000
40.696342,-73.97643,PARK AVE,1,0,0,0.21,2026-04-08T00:00:00.000
40.828224,-73.90861,E 166 ST,1,0,0,0.21,2026-04-04T00:00:00.000
40.67989,-73.94033,FULTON ST,1,0,0,0.21,2026-04-12T00:00:00.000
40.71327,-73.96208,BEDFORD AVE,1,0,0,0.21,2026-03-21T00:00:00.000
40.746033,-73.97679,E 35 ST,1,0,0,0.21,2026-04-09T00:00:00.000
40.671997,-73.87741,MONTAUK AVE,1,0,0,0.21,2026-04-10T00:00:00.000
40.696217,-73.74359,SPRINGFIELD BLVD,1,0,0,0.21,2026-03-27T00:00:00.000
40.734375,-73.87341,QUEENS BLVD,1,0,0,0.21,2026-04-03T00:00:00.000
40.753242,-73.96661,E 49 ST,1,0,0,0.21,2026-03-25T00:00:00.000
40.80966,-73.903046,E 149 ST,1,0,0,0.21,2026-04-03T00:00:00.000
40.822575,-73.91171,Unknown,1,0,0,0.21,2026-04-11T00:00:00.000
40.743244,-73.98741,Unknown,1,0,0,0.21,2026-04-13T00:00:00.000
40.881687,-73.8381,Unknown,1,0,0,0.21,2026-04-05T00:00:00.000
40.65021,-73.95998,E 21 ST,1,0,0,0.21,2026-03-23T00:00:00.000
40.63777,-74.07601,VICTORY BLVD,1,0,0,0.21,2026-04-01T00:00:00.000
40.677742,-73.8676,Unknown,1,0,0,0.21,2026-04-08T00:00:00.000
40.724594,-73.81841,75 AVE,1,0,0,0.21,2026-04-14T00:00:00.000
40.60018,-73.94651,Unknown,1,0,0,0.21,2026-04-01T00:00:00.000
40.644836,-73.97503,Unknown,1,0,0,0.21,2026-03-27T00:00:00.000
40.850307,-73.88644,E 182 ST,1,0,0,0.21,2026-04-11T00:00:00.000
40.846153,-73.93233,W 178 ST,1,0,0,0.21,2026-04-10T00:00:00.000
40.68902,-73.98616,SCHERMERHORN ST,1,0,0,0.21,2026-03-31T00:00:00.000
40.57746,-74.1642,Unknown,1,0,0,0.21,2026-04-11T00:00:00.000
40.714314,-73.97481,WILLIAMSBURG BRIDGE INNER ROADWA,1,0,0,0.21,2026-03-29T00:00:00.000
40.654984,-74.00711,GOWANUS EXPY (BQE),1,0,0,0.21,2026-03-21T00:00:00.000
40.643246,-73.94876,CLARENDON RD,1,0,0,0.21,2026-04-11T00:00:00.000
40.71318,-73.9925,PIKE ST,1,0,0,0.21,2026-03-29T00:00:00.000
40.678226,-73.74238,133 AVE,1,0,0,0.21,2026-04-11T00:00:00.000
40.561092,-74.16983,ARTHUR KILL RD,1,0,0,0.21,2026-04-10T00:00:00.000
40.627373,-74.13099,JEWETT AVE,1,0,0,0.21,2026-03-28T00:00:00.000
40.708134,-73.78789,Unknown,1,0,0,0.21,2026-04-11T00:00:00.000
40.822224,-73.867584,Unknown,1,0,0,0.21,2026-03-24T00:00:00.000
40.71946,-73.89116,ELIOT AVE,1,0,0,0.21,2026-04-03T00:00:00.000
40.57416,-74.116684,NEW DORP LN,1,0,0,0.21,2026-04-12T00:00:00.000
40.832367,-73.82971,BRUCKNER EXPRESSWAY,1,0,0,0.21,2026-04-07T00:00:00.000
40.760277,-73.99152,Unknown,1,0,0,0.21,2026-04-05T00:00:00.000
40.8439,-73.888306,Unknown,1,0,0,0.21,2026-04-09T00:00:00.000
40.8369,-73.88705,Unknown,1,0,0,0.21,2026-04-13T00:00:00.000
40.810898,-73.94692,ADAM CLAYTON POWELL JR BLVD,1,0,0,0.21,2026-03-26T00:00:00.000
40.62368,-73.99771,NEW UTRECHT AVE,1,0,0,0.21,2026-03-31T00:00:00.000
40.712315,-73.734535,Unknown,1,0,0,0.21,2026-03-31T00:00:00.000
40.741844,-73.946365,Unknown,1,0,0,0.21,2026-03-24T00:00:00.000
40.749374,-73.867516,98 ST,1,0,0,0.21,2026-03-31T00:00:00.000
40.880928,-73.83965,BOSTON RD,1,0,0,0.21,2026-03-22T00:00:00.000
40.654503,-73.91244,Unknown,1,0,0,0.21,2026-04-09T00:00:00.000
40.69804,-73.96284,WILLIAMSBURG ST W,1,0,0,0.21,2026-04-10T00:00:00.000
40.641884,-74.0065,51 ST,1,0,0,0.21,2026-04-08T00:00:00.000
40.58327,-73.96005,GUIDER AVE,1,0,0,0.21,2026-03-30T00:00:00.000
40.707577,-73.92883,INGRAHAM ST,1,0,0,0.21,2026-04-01T00:00:00.000
40.866352,-73.910095,Unknown,1,0,0,0.21,2026-03-23T00:00:00.000
40.752228,-73.9391,CRESCENT ST,1,0,0,0.21,2026-04-14T00:00:00.000
40.62764,-73.89022,BELT PARKWAY,1,0,0,0.21,2026-03-29T00:00:00.000
40.695377,-73.83058,117 ST,1,0,0,0.21,2026-04-13T00:00:00.000
40.66929,-73.84244,N CONDUIT AVE,1,0,0,0.21,2026-04-05T00:00:00.000
40.789528,-73.820435,CROSS ISLAND PARKWAY,1,0,0,0.21,2026-04-04T00:00:00.000
40.802486,-73.95678,FREDERICK DOUGLASS BLVD,1,0,0,0.21,2026-03-28T00:00:00.000
40.666397,-73.75551,144 AVE,1,0,0,0.21,2026-04-14T00:00:00.000
40.732414,-73.85556,Unknown,1,0,0,0.21,2026-03-30T00:00:00.000
40.570896,-74.10996,Unknown,1,0,0,0.21,2026-03-25T00:00:00.000
40.66309,-73.96239,FLATBUSH AVE,1,0,0,0.21,2026-04-07T00:00:00.000
40.866314,-73.83032,Unknown,1,0,0,0.21,2026-04-05T00:00:00.000
40.752434,-73.89748,BROOKLYN QUEENS EXPRESSWAY,1,0,0,0.21,2026-04-06T00:00:00.000
40.707657,-73.939835,MONTROSE AVE,1,0,0,0.21,2026-04-08T00:00:00.000
40.751442,-73.97605,E 42 ST,1,0,0,0.21,2026-03-25T00:00:00.000
40.789284,-73.84094,9 AVE,1,0,0,0.21,2026-03-24T00:00:00.000
