Latitude,Longitude,Street,Incident_Count,Injured,Killed,Congestion_Index,Last_Incident_Date
40.74373,-73.83595,COLLEGE POINT BOULEVARD,2,0,0,0.42,2026-04-09T00:00:00.000
40.76087,-73.73215,LONG ISLAND EXPRESSWAY,2,0,0,0.42,2026-04-12T00:00:00.000
40.63207,-73.9186,RALPH AVE,2,0,0,0.42,2026-04-03T00:00:00.000
40.837868,-73.863556,WHITE PLAINS RD,2,0,0,0.42,2026-03-30T00:00:00.000
40.686962,-73.80826,109 AVENUE,2,0,0,0.42,2026-04-14T00:00:00.000
40.891655,-73.859184,Unknown,2,0,0,0.42,2026-03-23T00:00:00.000
40.67538,-73.908195,EASTERN PKWY,2,0,0,0.42,2026-03-26T00:00:00.000
40.654724,-73.86061,BELT PARKWAY,2,0,0,0.42,2026-03-31T00:00:00.000
40.584137,-73.96386,BELT PARKWAY,2,0,0,0.42,2026-04-04T00:00:00.000
40.76874,-73.90881,GRAND CENTRAL PKWY,2,0,0,0.42,2026-03-24T00:00:00.000
40.68365,-73.872185,FULTON ST,2,0,0,0.42,2026-04-03T00:00:00.000
40.83121,-73.85087,CASTLE HILL AVE,2,0,0,0.42,2026-04-07T00:00:00.000
40.659336,-73.92725,WINTHROP ST,2,0,0,0.42,2026-03-28T00:00:00.000
40.66552,-73.74467,BELT PARKWAY,2,0,0,0.42,2026-04-07T00:00:00.000
40.744595,-73.88618,Unknown,2,0,0,0.42,2026-04-01T00:00:00.000
40.74947,-73.7564,LONG ISLAND EXPRESSWAY,2,0,0,0.42,2026-03-22T00:00:00.000
40.707153,-73.8189,VAN WYCK EXPWY,2,0,0,0.42,2026-04-11T00:00:00.000
40.75303,-73.92162,NORTHERN BLVD,2,0,0,0.42,2026-04-09T00:00:00.000
40.768555,-73.81047,154 ST,2,0,0,0.42,2026-04-08T00:00:00.000
40.735424,-73.97475,E 23 ST,2,0,0,0.42,2026-04-13T00:00:00.000
40.73027,-73.95347,GREENPOINT AVE,2,0,0,0.42,2026-04-10T00:00:00.000
40.68442,-73.978386,ATLANTIC AVE,2,0,0,0.42,2026-04-06T00:00:00.000
40.620663,-74.167145,STATEN ISLAND EXPRESSWAY,2,0,0,0.42,2026-04-08T00:00:00.000
40.81401,-73.94465,ADAM CLAYTON POWELL JR BLVD,2,0,0,0.42,2026-04-01T00:00:00.000
40.84141,-73.94284,Unknown,2,0,0,0.42,2026-04-04T00:00:00.000
40.804344,-73.92157,BRUCKNER BLVD,2,0,0,0.42,2026-04-04T00:00:00.000
40.759823,-73.85509,GRAND CENTRAL PKWY,2,0,0,0.42,2026-04-14T00:00:00.000
40.84177,-73.92548,W 170 ST,2,0,0,0.42,2026-04-11T00:00:00.000
40.677563,-73.93308,ATLANTIC AVE,2,0,0,0.42,2026-04-01T00:00:00.000
40.740444,-73.99459,W 19 ST,2,0,0,0.42,2026-04-01T00:00:00.000
40.83599,-73.87386,BRONX RIVER PARKWAY EXIT 4 SB,2,0,0,0.42,2026-04-14T00:00:00.000
40.744465,-73.77179,CLEARVIEW EXPRESSWAY,2,0,0,0.42,2026-04-11T00:00:00.000
40.829185,-73.92876,EAST 161 STREET,2,0,0,0.42,2026-04-06T00:00:00.000
40.705505,-73.78885,170 ST,2,0,0,0.42,2026-03-27T00:00:00.000
40.82044,-73.936226,W 145 ST,2,0,0,0.42,2026-04-09T00:00:00.000
40.714104,-73.95322,BROOKLYN QUEENS EXPRESSWAY,2,0,0,0.42,2026-03-30T00:00:00.000
40.702614,-73.96058,BROOKLYN QUEENS EXPRESSWAY,2,0,0,0.42,2026-04-10T00:00:00.000
40.696133,-73.98711,JAY ST,2,0,0,0.42,2026-03-26T00:00:00.000
40.63396,-74.014755,65 ST,2,0,0,0.42,2026-04-11T00:00:00.000
40.74167,-74.00113,8 AVE,2,0,0,0.42,2026-04-12T00:00:00.000
40.824936,-73.90014,Unknown,2,0,0,0.42,2026-04-04T00:00:00.000
40.780857,-73.95882,E 86 ST,2,0,0,0.42,2026-04-03T00:00:00.000
40.755337,-73.84325,SEAVER WAY,2,0,0,0.42,2026-04-06T00:00:00.000
40.768875,-73.94898,FDR DRIVE,2,0,0,0.42,2026-04-04T00:00:00.000
40.74198,-73.82475,LONG ISLAND EXPRESSWAY,2,0,0,0.42,2026-04-06T00:00:00.000
40.826336,-73.86162,Unknown,2,0,0,0.42,2026-04-09T00:00:00.000
40.740273,-73.89585,69 ST,2,0,0,0.42,2026-04-10T00:00:00.000
40.704422,-73.99491,BROOKLYN BRIDGE,2,0,0,0.42,2026-04-05T00:00:00.000
40.87146,-73.86826,BURKE AVE,2,0,0,0.42,2026-04-08T00:00:00.000
40.833965,-73.86289,CROSS BRONX EXPY,2,0,0,0.42,2026-04-07T00:00:00.000
40.753788,-73.744286,CROSS ISLAND PARKWAY,2,0,0,0.42,2026-04-12T00:00:00.000
40.662525,-73.840706,CROSS BAY BLVD,2,0,0,0.42,2026-04-08T00:00:00.000
40.895374,-73.863556,WEBSTER AVE,2,0,0,0.42,2026-03-28T00:00:00.000
40.75437,-73.70739,Unknown,2,0,0,0.42,2026-03-29T00:00:00.000
40.674953,-73.80205,VAN WYCK EXPWY,2,0,0,0.42,2026-04-08T00:00:00.000
40.877106,-73.90615,W 230 ST,2,0,0,0.42,2026-04-14T00:00:00.000
40.66397,-73.99777,GOWANUS EXPY (BQE),2,0,0,0.42,2026-04-11T00:00:00.000
40.67297,-73.83324,Unknown,2,0,0,0.42,2026-03-22T00:00:00.000
40.658306,-73.95665,BEDFORD AVE,2,0,0,0.42,2026-04-11T00:00:00.000
40.79465,-73.97179,W 96 ST,2,0,0,0.42,2026-04-02T00:00:00.000
40.696663,-73.98085,BROOKLYN QUEENS EXPRESSWAY,2,0,0,0.42,2026-04-12T00:00:00.000
40.698246,-73.980545,NAVY ST,2,0,0,0.42,2026-03-24T00:00:00.000
40.89466,-73.86136,E 233 ST,2,0,0,0.42,2026-04-14T00:00:00.000
40.8209,-73.8169,CROSS BRONX EXPY,2,0,0,0.42,2026-04-14T00:00:00.000
40.748512,-73.988716,W 32 ST,2,0,0,0.42,2026-03-29T00:00:00.000
40.72787,-73.92913,BROOKLYN QUEENS EXPRESSWAY,2,0,0,0.42,2026-04-08T00:00:00.000
40.856606,-73.826454,PELHAM PKWY,2,0,0,0.42,2026-04-06T00:00:00.000
