Latitude,Longitude,Street,Hour,Incident_Count,Total_Injured
40.660015,-74.001755,3 AVE,0,1,0
40.696117,-73.970430,PARK AVE,0,1,0
40.607840,-73.961970,CONEY ISLAND AVE,0,1,0
40.778820,-73.953990,E 86 ST,0,1,0
40.762917,-73.985650,W 51 ST,0,1,0
40.887802,-73.860450,E 225 ST,0,1,0
40.729270,-73.852020,Unknown,0,1,0
40.773180,-73.925930,Unknown,0,1,0
40.621044,-73.999490,BAY RIDGE AVE,0,1,0
40.697308,-73.809820,BRISBIN ST,0,1,0
40.702602,-73.818530,Unknown,0,1,0
40.681500,-73.779335,165 ST,0,1,0
40.713160,-73.775490,Unknown,0,1,0
40.855434,-73.855354,WILLIAMSBRIDGE RD,0,1,0
40.669640,-73.962200,WASHINGTON AVE,0,1,0
40.634710,-74.150570,Unknown,0,1,0
40.682793,-73.982155,Unknown,0,1,0
40.610302,-73.959520,AVENUE P,0,1,0
40.592670,-73.971870,Unknown,0,1,0
40.744717,-73.867850,45 AVE,0,1,0
40.752506,-73.867714,Unknown,0,1,0
40.818560,-73.953760,Unknown,0,1,0
40.711430,-73.728450,CROSS ISLAND PARKWAY,0,1,0
40.720753,-74.010070,GREENWICH ST,0,1,0
40.867554,-73.840645,E GUN HILL RD,0,1,0
40.683830,-73.932230,HALSEY ST,0,1,0
40.710583,-73.783554,179 ST,0,1,0
40.714314,-73.974810,WILLIAMSBURG BRIDGE INNER ROADWA,0,1,0
40.690780,-73.727270,CROSS ISLAND PKWY,0,2,0
40.838272,-73.884895,Unknown,0,1,0
40.833350,-73.916010,Unknown,0,1,0
40.584137,-73.963860,BELT PARKWAY,0,2,0
40.631850,-73.888290,Unknown,0,1,0
40.669098,-73.784430,Unknown,0,1,0
40.758600,-73.802340,43 AVE,0,1,0
40.697315,-73.985860,Unknown,0,1,0
40.866352,-73.910095,Unknown,0,1,0
40.721897,-73.994385,Unknown,0,1,0
40.845300,-73.938260,W 174 ST,0,1,0
40.701946,-73.911960,Unknown,0,1,0
40.846878,-73.920610,W 174 ST,0,1,0
40.808945,-73.927370,Unknown,0,1,0
40.831966,-73.896690,PROSPECT AVE,0,1,0
40.637745,-74.110810,HENDERSON AVE,0,1,0
40.788322,-73.813730,Unknown,0,1,0
40.605800,-73.757600,MOTT AVE,0,1,0
40.739914,-73.995510,Unknown,0,1,0
40.676025,-73.809044,130 ST,0,1,0
40.754856,-73.828270,Unknown,0,1,0
40.800514,-73.957860,CENTRAL PARK N,0,1,0
40.766870,-73.959780,2 AVE,0,1,0
40.756012,-73.875840,Unknown,0,1,0
40.802372,-73.964300,AMSTERDAM AVE,0,1,0
40.908287,-73.902730,DELAFIELD AVE,0,1,0
40.650845,-73.946490,Unknown,0,1,0
40.789528,-73.820435,CROSS ISLAND PARKWAY,0,1,0
40.846443,-73.935200,Unknown,0,1,0
40.675793,-73.944374,BROOKLYN AVE,0,1,0
40.654793,-73.889984,WORTMAN AVE,0,1,0
40.712833,-73.878290,74 ST,0,1,0
40.688774,-73.947890,MARCY AVE,0,1,0
40.577880,-73.994760,NEPTUNE AVE,0,1,0
40.574802,-73.973526,SURF AVE,0,1,0
