Link_ID,Record_ID,Street_Segment_Name,Borough,Owner,Transcom_ID,Current_Speed_MPH,Travel_Time_Seconds,Data_As_Of,Segment_Status_Code,Segment_Status_Label,Speed_Category,Point_Count,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Mid_Latitude,Mid_Longitude,Link_Points
4616329,215,FDR N 25th - 63rd St,Manhattan,NYC_DOT_LIC,4616329,29.83,228.0,2017-05-05T10:21:49.000,0,Normal,Moderate traffic,12,40.736901,-73.974651,40.746520,-73.969290,40.742850,-73.972130,"40.736901,-73.974651 40.738680,-73.973391 40.738970,-73.973230 40.739550,-73.972980 40.741530,-73.972470 40.742341,-73.972290 40.742850,-73.972130 40.743380,-73.971871 40.744080,-73.971410 40.744671,-73.971030 40.745561,-73.970301 40.746520,-73.969290"
4616328,217,FDR N Catherine Slip - 25th St,Manhattan,NYC_DOT_LIC,4616328,16.78,585.0,2017-05-05T10:21:49.000,0,Normal,Heavy congestion,12,40.711410,-73.978660,40.723280,-73.973801,40.717240,-73.975231,"40.711410,-73.978660 40.712000,-73.977930 40.712661,-73.977511 40.713790,-73.976931 40.715090,-73.976251 40.716400,-73.975600 40.717240,-73.975231 40.718230,-73.974970 40.720060,-73.974710 40.721580,-73.974530 40.722351,-73.974331 40.723280,-73.973801"
4616333,221,FDR S 25th St - Catherine Slip,Manhattan,NYC_DOT_LIC,4616333,42.25,243.0,2017-05-05T10:21:49.000,0,Normal,Free flow,12,40.736971,-73.974770,40.729660,-73.972181,40.731711,-73.974030,"40.736971,-73.974770 40.736510,-73.975011 40.735950,-73.975060 40.735120,-73.974911 40.734061,-73.974611 40.732730,-73.974281 40.731711,-73.974030 40.731370,-73.973851 40.730960,-73.973590 40.730670,-73.973280 40.730190,-73.972671 40.729660,-73.972181"
4616332,222,FDR S 63rd - 25th St,Manhattan,NYC_DOT_LIC,4616332,29.83,225.0,2017-05-05T10:21:49.000,0,Normal,Moderate traffic,13,40.760690,-73.956791,40.749200,-73.967000,40.754851,-73.962300,"40.760690,-73.956791 40.760161,-73.957510 40.759410,-73.958200 40.758081,-73.959251 40.756740,-73.960340 40.755940,-73.960941 40.754851,-73.962300 40.753500,-73.963470 40.753080,-73.963941 40.752720,-73.964190 40.751710,-73.965180 40.750410,-73.966250 40.749200,-73.967000"
4616341,223,FDR S Catherine Slip - BKN Bridge Manhattan Side,Manhattan,NYC_DOT_LIC,4616341,27.96,93.0,2017-05-05T10:21:51.000,0,Normal,Moderate traffic,7,40.709080,-73.995900,40.708060,-73.999370,40.708610,-73.998270,"40.709080,-73.995900 40.708950,-73.996941 40.708820,-73.997611 40.708610,-73.998270 40.708410,-73.998731 40.708220,-73.999110 40.708060,-73.999370"
4616334,224,FDR S Catherine Slip - Whitehall St,Manhattan,NYC_DOT_LIC,4616334,8.7,156.0,2015-12-08T15:24:35.000,0,Normal,Severe congestion,12,40.709150,-73.995921,40.701940,-74.010080,40.705210,-74.004551,"40.709150,-73.995921 40.708950,-73.997400 40.708710,-73.998180 40.708451,-73.998890 40.707990,-73.999681 40.706310,-74.002801 40.705210,-74.004551 40.703920,-74.006540 40.702760,-74.008430 40.702350,-74.009090 40.702120,-74.009550 40.701940,-74.010080"
4456495,225,FDR S Whitehall St - BBT Manhattan Portal outbound,Manhattan,NYC_DOT_LIC,4456495,31.69,111.0,2015-07-15T10:56:05.000,0,Normal,Moderate traffic,13,40.701300,-74.013170,40.706661,-74.000000,40.704290,-74.016520,"40.701300,-74.013170 40.701480,-74.014261 40.701641,-74.014801 40.702111,-74.015481 40.702800,-74.015980 40.703481,-74.016321 40.704290,-74.016520 40.704840,-74.016580 40.705030,-74.016580 40.705440,-74.016440 40.705880,-74.016281 40.706371,-74.016090 40.706661,-74.000000"
4620298,265,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE,Manhattan,PA-GWBridge,4620298,37.28,199.0,2017-05-05T10:26:49.000,0,Normal,Free flow,12,40.846250,-73.932161,40.853190,-73.961330,40.850900,-73.950381,"40.846250,-73.932161 40.846951,-73.933641 40.848420,-73.937041 40.849031,-73.939940 40.849380,-73.941810 40.849900,-73.944651 40.850900,-73.950381 40.851390,-73.952830 40.851860,-73.955250 40.852771,-73.959570 40.853020,-73.960520 40.853190,-73.961330"
4329473,324,LINCOLN TUNNEL E CENTER TUBE NJ - NY,Manhattan,PA -Lincoln Tunnel,4329473,6.84,767.0,2017-05-05T10:26:49.000,0,Normal,Severe congestion,4,40.757811,-73.996801,40.766210,-74.017120,40.762021,-74.007050,"40.757811,-73.996801 40.760451,-74.003221 40.762021,-74.007050 40.766210,-74.017120"
4329472,325,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY,Manhattan,PA -Lincoln Tunnel,4329472,8.7,586.0,2017-05-05T10:26:49.000,0,Normal,Severe congestion,4,40.758290,-73.997531,40.766290,-74.017060,40.762060,-74.007021,"40.758290,-73.997531 40.760500,-74.003200 40.762060,-74.007021 40.766290,-74.017060"
4329508,329,LINCOLN TUNNEL W CENTER TUBE NY - NJ,Manhattan,PA -Lincoln Tunnel,4329508,3.73,1299.0,2017-05-04T23:47:51.000,0,Normal,Severe congestion,4,40.757660,-73.996870,40.766150,-74.017170,40.761970,-74.007100,"40.757660,-73.996870 40.760400,-74.003280 40.761970,-74.007100 40.766150,-74.017170"
4329507,330,LINCOLN TUNNEL W NORTH TUBE NY - NJ,Manhattan,PA -Lincoln Tunnel,4329507,29.83,166.0,2017-05-05T10:26:49.000,0,Normal,Moderate traffic,4,40.757190,-73.997240,40.766080,-74.017260,40.761850,-74.007250,"40.757190,-73.997240 40.760170,-74.003820 40.761850,-74.007250 40.766080,-74.017260"
4456511,364,QMT E Manhattan Side - Toll Plaza,Manhattan,NYC_DOT_LIC,4456511,4.97,670.0,2017-05-05T10:25:54.000,0,Normal,Severe congestion,11,40.745726,-73.973590,40.741360,-73.953780,40.745365,-73.966430,"40.745726,-73.973590 40.745616,-73.973050 40.745616,-73.972640 40.746054,-73.969490 40.745860,-73.968440 40.745365,-73.966430 40.743040,-73.961570 40.742440,-73.959830 40.742185,-73.958870 40.741430,-73.954910 40.741360,-73.953780"
4456452,399,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET,Manhattan,MTA Bridges & Tunnels,4456452,16.78,141.0,2017-05-05T10:25:54.000,0,Normal,Heavy congestion,13,40.801100,-73.928460,40.797710,-73.929341,40.800501,-73.931060,"40.801100,-73.928460 40.801510,-73.930660 40.801400,-73.931110 40.801230,-73.931290 40.800960,-73.931410 40.800741,-73.931330 40.800501,-73.931060 40.800260,-73.930570 40.810000,-73.930020 40.799761,-73.929720 40.799420,-73.929511 40.799010,-73.929450 40.797710,-73.929341"
4616335,442,West St N Whitehall - Watts St,Manhattan,NYC_DOT_LIC,4616335,8.7,866.0,2015-12-08T15:24:35.000,0,Normal,Severe congestion,13,40.701401,-74.012481,40.707940,-74.015460,40.703530,-74.016340,"40.701401,-74.012481 40.701290,-74.013061 40.701421,-74.013990 40.701630,-74.014801 40.702050,-74.015431 40.702631,-74.015881 40.703530,-74.016340 40.704311,-74.016540 40.705500,-74.016570 40.705680,-74.016340 40.706400,-74.016070 40.706690,-74.015900 40.707940,-74.015460"
4616343,443,West St S Battery Pl - BKN Bridge Manhattan Side,Manhattan,NYC_DOT_LIC,4616343,19.26,300.0,2015-12-08T15:24:35.000,0,Normal,Heavy congestion,13,40.704750,-74.016700,40.702440,-74.008811,40.701421,-74.014840,"40.704750,-74.016700 40.704300,-74.016670 40.703870,-74.016610 40.702921,-74.016231 40.702210,-74.015801 40.701790,-74.015420 40.701421,-74.014840 40.701270,-74.013940 40.701200,-74.013160 40.701380,-74.012190 40.701840,-74.010160 40.702500,-74.009580 40.702440,-74.008811"
4616327,444,West St S Battery Pl - FDR N Catherine Slip,Manhattan,NYC_DOT_LIC,4616327,13.05,105.0,2015-12-08T15:24:35.000,0,Normal,Heavy congestion,12,40.705111,-74.016630,40.704810,-74.004951,40.701280,-74.013990,"40.705111,-74.016630 40.704320,-74.016670 40.703521,-74.016561 40.702240,-74.015841 40.701620,-74.015270 40.701401,-74.014730 40.701280,-74.013990 40.701200,-74.013270 40.701401,-74.012031 40.701891,-74.009950 40.703060,-74.007731 40.704810,-74.004951"
4456494,445,West St S Spring St - BBT Manhattan Portal outbound,Manhattan,NYC_DOT_LIC,4456494,3.73,1511.0,2017-05-05T09:57:54.000,0,Normal,Severe congestion,11,40.726201,-74.011120,40.707200,-74.015980,40.714451,-74.013760,"40.726201,-74.011120 40.725280,-74.011280 40.721810,-74.011981 40.719550,-74.012471 40.716540,-74.013231 40.714451,-74.013760 40.712510,-74.014290 40.710841,-74.014721 40.708690,-74.015420 40.707931,-74.015720 40.707200,-74.015980"
4616326,446,West St S Spring St - Battery Pl,Manhattan,NYC_DOT_LIC,4616326,13.05,779.0,2015-12-08T15:24:35.000,0,Normal,Heavy congestion,6,40.726190,-74.011131,40.705071,-74.016440,40.709760,-74.015110,"40.726190,-74.011131 40.720370,-74.012261 40.712060,-74.014430 40.709760,-74.015110 40.706861,-74.016141 40.705071,-74.016440"
4616336,447,West St Watts St - 11th Ave Ganesvoort,Manhattan,NYC_DOT_LIC,4616336,8.7,444.0,2015-12-08T15:24:35.000,0,Normal,Severe congestion,8,40.724231,-74.011240,40.740500,-74.009230,40.737610,-74.009850,"40.724231,-74.011240 40.726860,-74.010800 40.730270,-74.010430 40.733800,-74.010080 40.737610,-74.009850 40.738970,-74.009940 40.739750,-74.009670 40.740500,-74.009230"
4620343,448,Westside Hwy N 57th St - GWB,Manhattan,NYC_DOT_LIC,4620343,44.74,438.0,2017-05-05T10:26:50.000,0,Normal,Free flow,13,40.771490,-73.994230,40.793190,-73.979500,40.784131,-73.984920,"40.771490,-73.994230 40.771900,-73.994010 40.774810,-73.991960 40.778390,-73.989341 40.779960,-73.988171 40.781280,-73.987011 40.784131,-73.984920 40.785930,-73.983660 40.787730,-73.982860 40.789481,-73.982121 40.790860,-73.981361 40.792351,-73.980270 40.793190,-73.979500"
4616346,450,Westside Hwy S GWB - 57th St,Manhattan,NYC_DOT_LIC,4616346,42.87,460.0,2017-05-05T10:21:51.000,0,Normal,Free flow,12,40.850030,-73.944831,40.837320,-73.948830,40.841281,-73.945740,"40.850030,-73.944831 40.849200,-73.945241 40.848350,-73.945271 40.844430,-73.945051 40.843530,-73.945110 40.842610,-73.945271 40.841281,-73.945740 40.840180,-73.946311 40.839541,-73.946770 40.838560,-73.947611 40.837610,-73.948560 40.837320,-73.948830"
4456479,140,BE S TBB EXIT RAMP - MANHATTAN LIFT SPAN,Queens,MTA Bridges & Tunnels,4456479,19.88,152.0,2017-05-05T10:25:54.000,0,Normal,Heavy congestion,13,40.797890,-73.919880,40.800960,-73.920000,40.798110,-73.922631,"40.797890,-73.919880 40.797710,-73.920040 40.797580,-73.920220 40.797470,-73.920590 40.797501,-73.921090 40.797660,-73.921650 40.798110,-73.922631 40.798340,-73.922991 40.798720,-73.923810 40.799091,-73.924681 40.799331,-73.925240 40.799980,-73.926881 40.800960,-73.920000"
4456478,141,BE S TBB EXIT RAMP - QUEENS ANCHORAGE,Queens,MTA Bridges & Tunnels,4456478,29.83,235.0,2017-05-05T10:25:54.000,0,Normal,Moderate traffic,12,40.772251,-73.919891,40.786621,-73.929511,40.783720,-73.929820,"40.772251,-73.919891 40.773910,-73.922200 40.774740,-73.923010 40.776470,-73.924310 40.778361,-73.925761 40.781020,-73.927760 40.783720,-73.929820 40.784221,-73.930020 40.784770,-73.930110 40.785490,-73.930051 40.786030,-73.929850 40.786621,-73.929511"
4456497,164,BWB N Queens Anchorage - Toll Plaza,Queens,NYC_DOT_LIC,4456497,16.78,266.0,2017-05-05T10:25:54.000,0,Normal,Heavy congestion,8,40.799320,-73.828090,40.814821,-73.836290,40.812020,-73.836031,"40.799320,-73.828090 40.800600,-73.828950 40.804700,-73.831460 40.811441,-73.835710 40.812020,-73.836031 40.812490,-73.836211 40.812851,-73.836261 40.814821,-73.836290"
4616312,167,BWB S Queens Anchorage - WSE S Exit 14 (Linden Pl),Queens,NYC_DOT_LIC,4616312,49.09,139.0,2017-05-05T10:21:49.000,0,Normal,Free flow,12,40.799260,-73.828251,40.781700,-73.825270,40.790761,-73.823421,"40.799260,-73.828251 40.797510,-73.827091 40.795711,-73.825800 40.793291,-73.824190 40.792590,-73.823780 40.791681,-73.823501 40.790761,-73.823421 40.788611,-73.823620 40.787041,-73.824140 40.784390,-73.824700 40.782490,-73.825031 40.781700,-73.825270"
4616355,169,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP,Queens,NYC_DOT_LIC,4616355,47.22,195.0,2017-05-05T10:21:51.000,0,Normal,Free flow,14,40.666390,-73.762480,40.673700,-73.700000,40.665920,-73.740680,"40.666390,-73.762480 40.665790,-73.757060 40.665740,-73.756300 40.665710,-73.749400 40.665420,-73.742440 40.665520,-73.741730 40.665640,-73.741330 40.665920,-73.740680 40.666100,-73.740330 40.666620,-73.739640 40.667100,-73.739150 40.668210,-73.738200 40.672210,-73.735510 40.673700,-73.700000"
4616356,170,Belt Pkwy W 182nd St - JFK Expressway,Queens,NYC_DOT_LIC,4616356,49.09,76.0,2017-05-05T10:21:51.000,0,Normal,Free flow,7,40.666521,-73.762460,40.666730,-73.786471,40.667520,-73.772861,"40.666521,-73.762460 40.667380,-73.770210 40.667510,-73.772090 40.667520,-73.772861 40.667490,-73.775591 40.667220,-73.781080 40.666730,-73.786471"
4616357,171,Belt Pkwy W JFK Expressway - VWE N Jamaica Ave,Queens,NYC_DOT_LIC,4616357,16.78,686.0,2017-05-05T10:21:51.000,0,Normal,Heavy congestion,12,40.666730,-73.786490,40.666971,-73.799890,40.666771,-73.793241,"40.666730,-73.786490 40.666420,-73.789580 40.666420,-73.789580 40.666420,-73.790421 40.666501,-73.791610 40.666771,-73.793241 40.666771,-73.793241 40.666740,-73.796111 40.666740,-73.796111 40.666720,-73.799361 40.666810,-73.799681 40.666971,-73.799890"
4616351,199,CIP N Hempstead Tpk - LIE,Queens,NYC_DOT_LIC,4616351,47.85,230.0,2017-05-05T10:21:51.000,0,Normal,Free flow,13,40.711670,-73.728390,40.731770,-73.722940,40.717350,-73.728030,"40.711670,-73.728390 40.713090,-73.728920 40.713620,-73.729020 40.714860,-73.729100 40.715770,-73.728910 40.716740,-73.728490 40.717350,-73.728030 40.719180,-73.726430 40.720080,-73.725860 40.720730,-73.725570 40.722460,-73.724990 40.723220,-73.724800 40.731770,-73.722940"
4362252,206,CIP N LIE ramp - TNB,Queens,NYC-DOT-Region 10,4362252,11.18,1051.0,2016-08-05T14:17:16.000,0,Normal,Heavy congestion,12,40.788971,-73.790541,40.787150,-73.775790,40.789370,-73.781090,"40.788971,-73.790541 40.788940,-73.789571 40.789230,-73.787750 40.789580,-73.785520 40.789641,-73.784660 40.789520,-73.782100 40.789370,-73.781090 40.789110,-73.779830 40.788650,-73.778501 40.788220,-73.777550 40.787660,-73.776491 40.787150,-73.775790"
4616320,204,CIP N TNB - Whitestone Expwy S Exit 14 (Linden Pl),Queens,NYC_DOT_LIC,4616320,9.94,1071.0,2017-05-05T10:21:49.000,0,Normal,Severe congestion,12,40.789441,-73.786291,40.786331,-73.805250,40.786400,-73.794901,"40.789441,-73.786291 40.789180,-73.787920 40.788760,-73.789521 40.788270,-73.790631 40.787291,-73.792630 40.786680,-73.794100 40.786400,-73.794901 40.786120,-73.796241 40.786020,-73.796930 40.785960,-73.798370 40.786150,-73.801820 40.786331,-73.805250"
4456483,202,CIP N ramp to TNB - TNB Queens Anchorage,Queens,NYC_DOT_LIC,4456483,29.2,25.0,2017-05-05T10:25:54.000,0,Normal,Moderate traffic,12,40.789536,-73.786310,40.791976,-73.793000,40.789536,-73.791570,"40.789536,-73.786310 40.789400,-73.787650 40.788976,-73.789550 40.788960,-73.790110 40.789124,-73.790860 40.789270,-73.791180 40.789536,-73.791570 40.789960,-73.791960 40.790714,-73.792460 40.790714,-73.792460 40.791100,-73.792670 40.791976,-73.793000"
4362247,205,CIP NB GCP - TNB,Queens,NYC-DOT-Region 10,4362247,11.81,1294.0,2016-08-05T13:16:46.000,0,Normal,Heavy congestion,12,40.788190,-73.790520,40.787041,-73.775920,40.789241,-73.781160,"40.788190,-73.790520 40.788791,-73.788950 40.789120,-73.787710 40.789410,-73.785730 40.789481,-73.784480 40.789410,-73.782550 40.789241,-73.781160 40.788960,-73.779920 40.788541,-73.778660 40.788090,-73.777661 40.787540,-73.776640 40.787041,-73.775920"
4616352,207,CIP S Hempstead Tpk - Laurelton Pkwy @ SSP,Queens,NYC_DOT_LIC,4616352,47.85,159.0,2017-05-05T10:21:51.000,0,Normal,Free flow,12,40.714260,-73.729261,40.685260,-73.726340,40.690941,-73.726780,"40.714260,-73.729261 40.713660,-73.729200 40.712391,-73.728861 40.710380,-73.727950 40.709121,-73.727630 40.697980,-73.727090 40.690941,-73.726780 40.690090,-73.726780 40.689320,-73.726730 40.687321,-73.726410 40.685260,-73.726341 40.685260,-73.726340"
4616350,208,CIP S LIE - Hempstead Tpk,Queens,NYC_DOT_LIC,4616350,49.09,222.0,2017-05-05T10:21:51.000,0,Normal,Free flow,13,40.748770,-73.738950,40.738080,-73.723981,40.744000,-73.733020,"40.748770,-73.738950 40.747990,-73.737840 40.747170,-73.736890 40.746250,-73.735970 40.745470,-73.735000 40.744660,-73.734000 40.744000,-73.733020 40.743720,-73.732510 40.741840,-73.728490 40.740600,-73.726420 40.739600,-73.725120 40.738890,-73.724471 40.738080,-73.723981"
4362250,211,CVE NB GCP - WILLETS PT BLVD,Queens,NYC-DOT-Region 10,4362250,50.95,322.0,2017-05-05T10:26:29.000,0,Normal,Free flow,12,40.787950,-73.790191,40.773730,-73.784260,40.784381,-73.786071,"40.787950,-73.790191 40.786470,-73.788120 40.786210,-73.787781 40.785870,-73.787381 40.785411,-73.786931 40.784651,-73.786261 40.784381,-73.786071 40.783270,-73.785470 40.782660,-73.785271 40.779560,-73.784630 40.776060,-73.784390 40.773730,-73.784260"
4362244,212,CVE NB LIE - WILLETS PT BLVD,Queens,NYC-DOT-Region 10,4362244,29.83,310.0,2017-05-05T10:26:29.000,0,Normal,Moderate traffic,12,40.788020,-73.790030,40.781160,-73.784890,40.784400,-73.786010,"40.788020,-73.790030 40.786860,-73.788380 40.786351,-73.787771 40.785450,-73.786831 40.785020,-73.786481 40.784800,-73.786320 40.784400,-73.786010 40.783770,-73.785671 40.783170,-73.785380 40.782640,-73.785200 40.781700,-73.784970 40.781160,-73.784890"
4362342,311,LIE E 84TH ST - 108TH ST,Queens,NYC_DOT_LIC,4362342,39.77,125.0,2017-05-05T10:26:34.000,0,Normal,Free flow,10,40.729660,-73.877750,40.737285,-73.851840,40.735045,-73.860540,"40.729660,-73.877750 40.730165,-73.876430 40.730400,-73.875670 40.732410,-73.869130 40.734285,-73.863210 40.735045,-73.860540 40.735630,-73.858670 40.736584,-73.855310 40.736944,-73.853270 40.737285,-73.851840"
4616365,313,LIE E QMT TOLL PLAZA - 84TH ST,Queens,NYC_DOT_LIC,4616365,36.04,384.0,2017-03-21T21:41:50.000,0,Normal,Free flow,11,40.741380,-73.954050,40.737646,-73.935310,40.740600,-73.944610,"40.741380,-73.954050 40.741270,-73.952220 40.741590,-73.950250 40.741590,-73.949620 40.741155,-73.947100 40.740600,-73.944610 40.739860,-73.942750 40.738570,-73.939790 40.738190,-73.938650 40.737960,-73.937620 40.737646,-73.935310"
4616364,315,LIE W 108TH ST - 84TH ST,Queens,NYC_DOT_LIC,4616364,21.75,222.0,2017-05-05T10:21:51.000,0,Normal,Moderate traffic,10,40.737440,-73.851880,40.729770,-73.877960,40.733840,-73.865140,"40.737440,-73.851880 40.737015,-73.853730 40.736730,-73.855430 40.736526,-73.856310 40.735335,-73.860330 40.733840,-73.865140 40.732064,-73.870650 40.731755,-73.871780 40.730294,-73.876560 40.729770,-73.877960"
4456516,316,LIE W 84TH ST - QMT TOLL PLAZA,Queens,NYC_DOT_LIC,4456516,0.0,0.0,2017-04-11T15:17:02.000,-101,No recent speed status,Severe congestion,11,40.729785,-73.877920,40.726045,-73.890610,40.728400,-73.885190,"40.729785,-73.877920 40.729120,-73.879590 40.728865,-73.880510 40.728670,-73.882210 40.728540,-73.884030 40.728400,-73.885190 40.728150,-73.886410 40.727815,-73.887380 40.727620,-73.887810 40.726630,-73.889410 40.726045,-73.890610"
4362249,318,LIE WB LITTLE NECK PKWY - NB CIP,Queens,NYC-DOT-Region 10,4362249,34.18,116.0,2017-05-05T10:26:29.000,0,Normal,Moderate traffic,12,40.744221,-73.771661,40.750840,-73.750230,40.748870,-73.758420,"40.744221,-73.771661 40.745431,-73.769070 40.745701,-73.768310 40.746501,-73.765400 40.747640,-73.761280 40.748091,-73.760080 40.748870,-73.758420 40.749200,-73.757551 40.749470,-73.756580 40.750320,-73.753190 40.750691,-73.751080 40.750840,-73.750230"
4362251,319,LIE WB LITTLE NECK PKWY - NB CVE,Queens,NYC-DOT-Region 10,4362251,29.83,360.0,2017-05-05T10:26:29.000,0,Normal,Moderate traffic,12,40.753750,-73.744391,40.763800,-73.726090,40.760721,-73.731960,"40.753750,-73.744391 40.756050,-73.740851 40.757671,-73.738391 40.759190,-73.735841 40.759660,-73.734851 40.759990,-73.733880 40.760721,-73.731960 40.761130,-73.731051 40.761780,-73.729990 40.762740,-73.728510 40.763310,-73.727421 40.763800,-73.726090"
4616353,331,Laurelton Pkwy N @ SSP - CIP N Hempstead Tpk,Queens,NYC_DOT_LIC,4616353,45.98,170.0,2017-05-05T10:21:51.000,0,Normal,Free flow,12,40.683310,-73.726630,40.687260,-73.724850,40.685230,-73.724720,"40.683310,-73.726630 40.683610,-73.726460 40.684170,-73.726000 40.684650,-73.725470 40.685030,-73.724950 40.685030,-73.724950 40.685230,-73.724720 40.685730,-73.724440 40.686130,-73.724330 40.686630,-73.724400 40.686870,-73.724520 40.687260,-73.724850"
4616354,332,Laurelton Pkwy S @ SSP - Belt Pkwy W 182nd St,Queens,NYC_DOT_LIC,4616354,49.09,186.0,2017-05-05T10:21:51.000,0,Normal,Free flow,12,40.683644,-73.726670,40.667490,-73.739000,40.675260,-73.733400,"40.683644,-73.726670 40.683140,-73.726920 40.681365,-73.728060 40.678944,-73.729830 40.678236,-73.730470 40.676420,-73.732340 40.675260,-73.733400 40.673794,-73.734640 40.672886,-73.735330 40.668966,-73.738050 40.668534,-73.738310 40.667490,-73.739000"
4456477,347,MDE S TBB EXIT RAMP - QUEENS ANCHORAGE,Queens,MTA Bridges & Tunnels,4456477,26.72,262.0,2017-05-05T10:25:54.000,0,Normal,Moderate traffic,13,40.772230,-73.919941,40.789720,-73.926000,40.783711,-73.929871,"40.772230,-73.919941 40.773670,-73.921980 40.774421,-73.922780 40.777140,-73.924911 40.781071,-73.927880 40.783110,-73.929421 40.783711,-73.929871 40.784221,-73.930080 40.784770,-73.930170 40.785490,-73.930110 40.786040,-73.929910 40.786650,-73.929530 40.789720,-73.926000"
4456510,365,QMT W Toll Plaza - Manhattan Side,Queens,NYC_DOT_LIC,4456510,14.91,270.0,2016-12-28T09:06:29.000,0,Normal,Heavy congestion,9,40.741534,-73.954060,40.746704,-73.975150,40.745436,-73.966310,"40.741534,-73.954060 40.741500,-73.954910 40.742526,-73.959760 40.743125,-73.961520 40.745436,-73.966310 40.746234,-73.969460 40.745835,-73.972590 40.745980,-73.973470 40.746704,-73.975150"
4616225,394,TBB N QUEENS ANCHORAGE - BE N,Queens,NYC_DOT_LIC,4616225,16.78,429.0,2017-05-05T10:26:51.000,0,Normal,Heavy congestion,12,40.772330,-73.919790,40.786740,-73.929230,40.783640,-73.929571,"40.772330,-73.919790 40.773840,-73.921920 40.774450,-73.922581 40.775471,-73.923431 40.778400,-73.925610 40.781060,-73.927591 40.783640,-73.929571 40.784300,-73.929860 40.785100,-73.929921 40.785810,-73.929781 40.786270,-73.929550 40.786740,-73.929230"
4456476,395,TBB N QUEENS ANCHORAGE - MANHATTAN LIFT SPAN,Queens,MTA Bridges & Tunnels,4456476,13.05,617.0,2017-05-05T10:25:54.000,0,Normal,Heavy congestion,13,40.772300,-73.919830,40.787990,-73.920000,40.783630,-73.929611,"40.772300,-73.919830 40.773830,-73.921970 40.774430,-73.922610 40.775460,-73.923460 40.778381,-73.925631 40.781030,-73.927631 40.783630,-73.929611 40.784271,-73.929890 40.785100,-73.929971 40.785810,-73.929841 40.786290,-73.929601 40.786801,-73.929230 40.787990,-73.920000"
4456481,398,TBB S MANHATTAN LIFT SPAN - QUEENS ANCHORAGE,Queens,MTA Bridges & Tunnels,4456481,19.26,397.0,2017-05-05T10:25:54.000,0,Normal,Heavy congestion,13,40.772230,-73.919941,40.789720,-73.926000,40.783711,-73.929871,"40.772230,-73.919941 40.773670,-73.921980 40.774421,-73.922780 40.777140,-73.924911 40.781071,-73.927880 40.783110,-73.929421 40.783711,-73.929871 40.784221,-73.930080 40.784770,-73.930170 40.785490,-73.930110 40.786040,-73.929910 40.786650,-73.929530 40.789720,-73.926000"
4456505,402,TNB N Queens Anchorage - Toll Plaza,Queens,NYC_DOT_LIC,4456505,42.25,161.0,2017-04-28T22:34:54.000,0,Normal,Free flow,12,40.797815,-73.793210,40.816620,-73.798720,40.813344,-73.794680,"40.797815,-73.793210 40.802180,-73.793240 40.807614,-73.793450 40.809816,-73.793450 40.811155,-73.793650 40.812240,-73.794030 40.813344,-73.794680 40.814180,-73.795340 40.814734,-73.795860 40.815350,-73.796550 40.816125,-73.797720 40.816620,-73.798720"
4362314,405,TNB S Qns Anchorage - CIP S @ TNB,Queens,NYC_DOT_LIC,4362314,47.85,53.0,2017-03-21T21:42:33.000,0,Normal,Free flow,12,40.797820,-73.793390,40.787750,-73.791350,40.790100,-73.792520,"40.797820,-73.793390 40.793425,-73.793440 40.792794,-73.793370 40.792000,-73.793180 40.790860,-73.792760 40.790860,-73.792760 40.790100,-73.792520 40.788326,-73.792290 40.788055,-73.792120 40.787920,-73.791970 40.787790,-73.791550 40.787750,-73.791350"
4456506,406,TNB S Toll Plaza - Queens Anchorage,Queens,NYC_DOT_LIC,4456506,45.98,144.0,2017-04-29T03:54:00.000,0,Normal,Free flow,12,40.817630,-73.803620,40.811120,-73.793820,40.815185,-73.796590,"40.817630,-73.803620 40.817516,-73.802610 40.817226,-73.800830 40.816920,-73.799840 40.816330,-73.798390 40.815835,-73.797510 40.815185,-73.796590 40.814390,-73.795730 40.813530,-73.795030 40.812420,-73.794330 40.811860,-73.794070 40.811120,-73.793820"
4616298,422,VWE N MP4.63 (Exit 6 - Jamaica Ave) - MP6.39 (Exit 11 Jewel Ave),Queens,NYC_DOT_LIC,4616298,22.99,390.0,2017-05-05T10:21:49.000,0,Normal,Moderate traffic,12,40.727881,-73.832761,40.720960,-73.826371,40.723790,-73.828341,"40.727881,-73.832761 40.727071,-73.832310 40.726511,-73.831911 40.726030,-73.831400 40.724771,-73.829501 40.724280,-73.828860 40.723790,-73.828341 40.723260,-73.827851 40.722460,-73.827290 40.721951,-73.826960 40.721520,-73.826681 40.720960,-73.826371"
4616299,423,VWE N MP6.39 (Exit 11 Jewel Ave) - MP8.65 (Exit 13 Northern Blvd),Queens,NYC_DOT_LIC,4616299,19.88,172.0,2017-05-05T10:21:49.000,0,Normal,Heavy congestion,12,40.762480,-73.839391,40.755220,-73.838200,40.760240,-73.838690,"40.762480,-73.839391 40.761910,-73.839121 40.761530,-73.838920 40.761220,-73.838790 40.760960,-73.838721 40.760610,-73.838681 40.760240,-73.838690 40.758770,-73.838840 40.758450,-73.838811 40.758140,-73.838771 40.755881,-73.838371 40.755220,-73.838200"
