Link_ID,Street_Segment_Name,Borough,Sequence,Latitude,Longitude,Current_Speed_MPH,Travel_Time_Seconds,Data_As_Of,Segment_Status_Label,Speed_Category
4620332,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (L/LVL),Bronx,7,40.845131,-73.918850,14.91,284.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620332,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (L/LVL),Bronx,8,40.845271,-73.913131,14.91,284.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620332,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (L/LVL),Bronx,9,40.845160,-73.909371,14.91,284.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620331,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),Bronx,1,40.846541,-73.932021,14.91,288.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620331,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),Bronx,2,40.846110,-73.930750,14.91,288.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620331,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),Bronx,3,40.845271,-73.927260,14.91,288.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620331,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),Bronx,4,40.844960,-73.925931,14.91,288.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620331,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),Bronx,5,40.844821,-73.924811,14.91,288.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620331,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),Bronx,6,40.844821,-73.923691,14.91,288.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620331,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),Bronx,7,40.845010,-73.920410,14.91,288.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620331,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),Bronx,8,40.845230,-73.915560,14.91,288.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620331,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),Bronx,9,40.845240,-73.911980,14.91,288.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620331,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),Bronx,10,40.845201,-73.910820,14.91,288.0,2017-05-05T10:26:50.000,Normal,Heavy congestion
4620310,CBE W U/LEV AMSTERDAM AVE - I95 S EXP LNS,Bronx,1,40.846530,-73.932031,29.2,280.0,2017-05-05T10:26:49.000,Normal,Moderate traffic
4620310,CBE W U/LEV AMSTERDAM AVE - I95 S EXP LNS,Bronx,2,40.847171,-73.933591,29.2,280.0,2017-05-05T10:26:49.000,Normal,Moderate traffic
4620310,CBE W U/LEV AMSTERDAM AVE - I95 S EXP LNS,Bronx,3,40.848590,-73.936960,29.2,280.0,2017-05-05T10:26:49.000,Normal,Moderate traffic
4620310,CBE W U/LEV AMSTERDAM AVE - I95 S EXP LNS,Bronx,4,40.849211,-73.939901,29.2,280.0,2017-05-05T10:26:49.000,Normal,Moderate traffic
