Link_ID,Street_Segment_Name,Borough,Sequence,Latitude,Longitude,Current_Speed_MPH,Travel_Time_Seconds,Data_As_Of,Segment_Status_Label,Speed_Category
4616337,11th ave n ganservoort - 12th ave @ 40th st,Manhattan,8,40.750480,-74.008321,8.08,645.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616337,11th ave n ganservoort - 12th ave @ 40th st,Manhattan,9,40.751611,-74.007890,8.08,645.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616337,11th ave n ganservoort - 12th ave @ 40th st,Manhattan,10,40.753750,-74.007040,8.08,645.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616337,11th ave n ganservoort - 12th ave @ 40th st,Manhattan,11,40.757210,-74.004630,8.08,645.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616337,11th ave n ganservoort - 12th ave @ 40th st,Manhattan,12,40.760030,-74.002631,8.08,645.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616325,11th ave s ganservoort - west st @ spring st,Manhattan,1,40.739330,-74.010040,21.13,156.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616325,11th ave s ganservoort - west st @ spring st,Manhattan,2,40.738950,-74.010120,21.13,156.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616325,11th ave s ganservoort - west st @ spring st,Manhattan,3,40.737600,-74.010021,21.13,156.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616325,11th ave s ganservoort - west st @ spring st,Manhattan,4,40.734600,-74.010260,21.13,156.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616325,11th ave s ganservoort - west st @ spring st,Manhattan,5,40.729120,-74.010781,21.13,156.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616325,11th ave s ganservoort - west st @ spring st,Manhattan,6,40.726190,-74.011131,21.13,156.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616338,12th Ave N 40th - 57th St,Manhattan,1,40.760700,-74.002141,9.94,300.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616338,12th Ave N 40th - 57th St,Manhattan,2,40.763350,-73.999271,9.94,300.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616338,12th Ave N 40th - 57th St,Manhattan,3,40.764910,-73.998050,9.94,300.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616338,12th Ave N 40th - 57th St,Manhattan,4,40.766741,-73.996681,9.94,300.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616338,12th Ave N 40th - 57th St,Manhattan,5,40.769300,-73.994801,9.94,300.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616338,12th Ave N 40th - 57th St,Manhattan,6,40.769961,-73.994521,9.94,300.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616338,12th Ave N 40th - 57th St,Manhattan,7,40.771010,-73.994380,9.94,300.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616338,12th Ave N 40th - 57th St,Manhattan,8,40.771511,-73.994200,9.94,300.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,1,40.771580,-73.994441,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,2,40.771300,-73.994550,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,3,40.770850,-73.994670,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,4,40.769970,-73.994810,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,5,40.770160,-73.994770,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,6,40.769860,-73.994831,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,7,40.769541,-73.994960,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,8,40.769341,-73.995080,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,9,40.768311,-73.995800,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,10,40.768311,-73.995800,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,11,40.766230,-73.997330,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,12,40.766230,-73.997330,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616323,12th Ave S 57th St - 45th St,Manhattan,13,40.765470,-73.997900,13.05,171.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,1,40.763750,-73.999191,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,2,40.763521,-73.999350,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,3,40.762080,-74.001360,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,4,40.759850,-74.003060,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,5,40.757750,-74.004570,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,6,40.757750,-74.004570,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,7,40.755760,-74.006010,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,8,40.754490,-74.006921,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,9,40.753840,-74.007241,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,10,40.754150,-74.007120,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,11,40.750280,-74.008480,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,12,40.748330,-74.007771,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4616324,12th ave @ 45th - 11 ave ganservoort st,Manhattan,13,40.741140,-74.000000,8.7,677.0,2017-05-05T10:21:49.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,1,40.706310,-74.015010,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,2,40.705380,-74.015280,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,3,40.704960,-74.015460,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,4,40.703740,-74.015740,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,5,40.703040,-74.015820,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,6,40.701260,-74.015740,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,7,40.700260,-74.015410,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,8,40.694080,-74.013040,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,9,40.685560,-74.007790,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,10,40.683630,-74.006680,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,11,40.682130,-74.006020,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,12,40.681160,-74.005320,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4456502,BBT E Manhattan Portal - Toll Plaza,Manhattan,13,40.679800,-74.004160,3.73,1070.0,2017-05-05T09:57:54.000,Normal,Severe congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,1,40.707390,-74.015590,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,2,40.707801,-74.015490,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,3,40.708530,-74.015220,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,4,40.709101,-74.014991,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,5,40.709790,-74.014721,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,6,40.710470,-74.014631,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,7,40.711130,-74.014491,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,8,40.712020,-74.014261,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,9,40.712951,-74.014010,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,10,40.713360,-74.013900,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,11,40.713640,-74.013781,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616344,BBT Manhattan Portal inbound - West St N Watts St,Manhattan,12,40.713981,-74.013551,13.05,422.0,2015-12-08T15:24:35.000,Normal,Heavy congestion
4616345,BBT Manhattan Portal inbound - West St S Battery Place,Manhattan,1,40.707380,-74.015580,27.96,100.0,2015-12-08T15:24:35.000,Normal,Moderate traffic
4616345,BBT Manhattan Portal inbound - West St S Battery Place,Manhattan,2,40.706690,-74.015900,27.96,100.0,2015-12-08T15:24:35.000,Normal,Moderate traffic
4616345,BBT Manhattan Portal inbound - West St S Battery Place,Manhattan,3,40.706371,-74.016040,27.96,100.0,2015-12-08T15:24:35.000,Normal,Moderate traffic
4616345,BBT Manhattan Portal inbound - West St S Battery Place,Manhattan,4,40.705100,-74.016430,27.96,100.0,2015-12-08T15:24:35.000,Normal,Moderate traffic
4616345,BBT Manhattan Portal inbound - West St S Battery Place,Manhattan,5,40.704760,-74.016520,27.96,100.0,2015-12-08T15:24:35.000,Normal,Moderate traffic
4456501,BBT W Toll Plaza - Manhattan Portal,Manhattan,1,40.680360,-74.004410,34.18,190.0,2016-12-28T09:06:29.000,Normal,Moderate traffic
4456501,BBT W Toll Plaza - Manhattan Portal,Manhattan,2,40.682200,-74.005720,34.18,190.0,2016-12-28T09:06:29.000,Normal,Moderate traffic
4456501,BBT W Toll Plaza - Manhattan Portal,Manhattan,3,40.683700,-74.006440,34.18,190.0,2016-12-28T09:06:29.000,Normal,Moderate traffic
4456501,BBT W Toll Plaza - Manhattan Portal,Manhattan,4,40.685630,-74.007570,34.18,190.0,2016-12-28T09:06:29.000,Normal,Moderate traffic
4456501,BBT W Toll Plaza - Manhattan Portal,Manhattan,5,40.694120,-74.012880,34.18,190.0,2016-12-28T09:06:29.000,Normal,Moderate traffic
4456501,BBT W Toll Plaza - Manhattan Portal,Manhattan,6,40.700280,-74.015290,34.18,190.0,2016-12-28T09:06:29.000,Normal,Moderate traffic
4456501,BBT W Toll Plaza - Manhattan Portal,Manhattan,7,40.701210,-74.015600,34.18,190.0,2016-12-28T09:06:29.000,Normal,Moderate traffic
4456501,BBT W Toll Plaza - Manhattan Portal,Manhattan,8,40.703434,-74.015610,34.18,190.0,2016-12-28T09:06:29.000,Normal,Moderate traffic
4456501,BBT W Toll Plaza - Manhattan Portal,Manhattan,9,40.704990,-74.015190,34.18,190.0,2016-12-28T09:06:29.000,Normal,Moderate traffic
4456501,BBT W Toll Plaza - Manhattan Portal,Manhattan,10,40.706090,-74.014680,34.18,190.0,2016-12-28T09:06:29.000,Normal,Moderate traffic
4616342,BKN Bridge Manhattan Side - FDR N Catherine Slip,Manhattan,1,40.708110,-73.999440,21.13,121.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
4616342,BKN Bridge Manhattan Side - FDR N Catherine Slip,Manhattan,2,40.708470,-73.998840,21.13,121.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
4616342,BKN Bridge Manhattan Side - FDR N Catherine Slip,Manhattan,3,40.708680,-73.998331,21.13,121.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
4616342,BKN Bridge Manhattan Side - FDR N Catherine Slip,Manhattan,4,40.708860,-73.997751,21.13,121.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
4616342,BKN Bridge Manhattan Side - FDR N Catherine Slip,Manhattan,5,40.709000,-73.997020,21.13,121.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
4616342,BKN Bridge Manhattan Side - FDR N Catherine Slip,Manhattan,6,40.709140,-73.995940,21.13,121.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,1,40.691600,-73.999150,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,2,40.692360,-73.999390,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,3,40.692720,-73.999411,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,4,40.693280,-73.999290,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,5,40.694050,-73.999001,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,6,40.694461,-73.998831,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,7,40.694931,-73.998620,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,8,40.695430,-73.998360,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,9,40.695920,-73.998130,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,10,40.696750,-73.997720,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,11,40.697751,-73.997251,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,Manhattan,12,40.698871,-73.996721,22.99,312.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616340,BQE N Atlantic Ave - MAN Bridge Manhattan Side,Manhattan,1,40.701641,-73.991121,13.05,709.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616340,BQE N Atlantic Ave - MAN Bridge Manhattan Side,Manhattan,2,40.701580,-73.990330,13.05,709.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616340,BQE N Atlantic Ave - MAN Bridge Manhattan Side,Manhattan,3,40.701440,-73.989320,13.05,709.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616340,BQE N Atlantic Ave - MAN Bridge Manhattan Side,Manhattan,4,40.701230,-73.987970,13.05,709.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616340,BQE N Atlantic Ave - MAN Bridge Manhattan Side,Manhattan,5,40.701150,-73.987461,13.05,709.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616340,BQE N Atlantic Ave - MAN Bridge Manhattan Side,Manhattan,6,40.700940,-73.986521,13.05,709.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616340,BQE N Atlantic Ave - MAN Bridge Manhattan Side,Manhattan,7,40.700730,-73.985921,13.05,709.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616340,BQE N Atlantic Ave - MAN Bridge Manhattan Side,Manhattan,8,40.700550,-73.985581,13.05,709.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616340,BQE N Atlantic Ave - MAN Bridge Manhattan Side,Manhattan,9,40.700290,-73.985211,13.05,709.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4456450,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,Manhattan,1,40.800690,-73.928780,29.2,82.0,2017-05-05T10:25:54.000,Normal,Moderate traffic
4456450,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,Manhattan,2,40.801301,-73.930181,29.2,82.0,2017-05-05T10:25:54.000,Normal,Moderate traffic
4456450,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,Manhattan,3,40.801410,-73.930570,29.2,82.0,2017-05-05T10:25:54.000,Normal,Moderate traffic
4456450,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,Manhattan,4,40.801430,-73.930840,29.2,82.0,2017-05-05T10:25:54.000,Normal,Moderate traffic
4456450,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,Manhattan,5,40.801330,-73.931060,29.2,82.0,2017-05-05T10:25:54.000,Normal,Moderate traffic
4456450,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,Manhattan,6,40.801140,-73.931261,29.2,82.0,2017-05-05T10:25:54.000,Normal,Moderate traffic
4456450,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,Manhattan,7,40.800840,-73.931271,29.2,82.0,2017-05-05T10:25:54.000,Normal,Moderate traffic
4456450,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,Manhattan,8,40.800670,-73.931150,29.2,82.0,2017-05-05T10:25:54.000,Normal,Moderate traffic
4456450,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,Manhattan,9,40.800521,-73.930951,29.2,82.0,2017-05-05T10:25:54.000,Normal,Moderate traffic
4456450,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,Manhattan,10,40.800181,-73.930151,29.2,82.0,2017-05-05T10:25:54.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,1,40.736901,-73.974651,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,2,40.738680,-73.973391,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,3,40.738970,-73.973230,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,4,40.739550,-73.972980,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,5,40.741530,-73.972470,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,6,40.742341,-73.972290,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,7,40.742850,-73.972130,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,8,40.743380,-73.971871,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,9,40.744080,-73.971410,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,10,40.744671,-73.971030,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,11,40.745561,-73.970301,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616329,FDR N 25th - 63rd St,Manhattan,12,40.746520,-73.969290,29.83,228.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616328,FDR N Catherine Slip - 25th St,Manhattan,1,40.711410,-73.978660,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616328,FDR N Catherine Slip - 25th St,Manhattan,2,40.712000,-73.977930,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616328,FDR N Catherine Slip - 25th St,Manhattan,3,40.712661,-73.977511,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616328,FDR N Catherine Slip - 25th St,Manhattan,4,40.713790,-73.976931,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616328,FDR N Catherine Slip - 25th St,Manhattan,5,40.715090,-73.976251,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616328,FDR N Catherine Slip - 25th St,Manhattan,6,40.716400,-73.975600,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616328,FDR N Catherine Slip - 25th St,Manhattan,7,40.717240,-73.975231,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616328,FDR N Catherine Slip - 25th St,Manhattan,8,40.718230,-73.974970,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616328,FDR N Catherine Slip - 25th St,Manhattan,9,40.720060,-73.974710,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616328,FDR N Catherine Slip - 25th St,Manhattan,10,40.721580,-73.974530,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616328,FDR N Catherine Slip - 25th St,Manhattan,11,40.722351,-73.974331,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616328,FDR N Catherine Slip - 25th St,Manhattan,12,40.723280,-73.973801,16.78,585.0,2017-05-05T10:21:49.000,Normal,Heavy congestion
4616333,FDR S 25th St - Catherine Slip,Manhattan,1,40.736971,-73.974770,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616333,FDR S 25th St - Catherine Slip,Manhattan,2,40.736510,-73.975011,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616333,FDR S 25th St - Catherine Slip,Manhattan,3,40.735950,-73.975060,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616333,FDR S 25th St - Catherine Slip,Manhattan,4,40.735120,-73.974911,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616333,FDR S 25th St - Catherine Slip,Manhattan,5,40.734061,-73.974611,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616333,FDR S 25th St - Catherine Slip,Manhattan,6,40.732730,-73.974281,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616333,FDR S 25th St - Catherine Slip,Manhattan,7,40.731711,-73.974030,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616333,FDR S 25th St - Catherine Slip,Manhattan,8,40.731370,-73.973851,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616333,FDR S 25th St - Catherine Slip,Manhattan,9,40.730960,-73.973590,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616333,FDR S 25th St - Catherine Slip,Manhattan,10,40.730670,-73.973280,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616333,FDR S 25th St - Catherine Slip,Manhattan,11,40.730190,-73.972671,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616333,FDR S 25th St - Catherine Slip,Manhattan,12,40.729660,-73.972181,42.25,243.0,2017-05-05T10:21:49.000,Normal,Free flow
4616332,FDR S 63rd - 25th St,Manhattan,1,40.760690,-73.956791,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,2,40.760161,-73.957510,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,3,40.759410,-73.958200,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,4,40.758081,-73.959251,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,5,40.756740,-73.960340,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,6,40.755940,-73.960941,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,7,40.754851,-73.962300,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,8,40.753500,-73.963470,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,9,40.753080,-73.963941,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,10,40.752720,-73.964190,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,11,40.751710,-73.965180,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,12,40.750410,-73.966250,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616332,FDR S 63rd - 25th St,Manhattan,13,40.749200,-73.967000,29.83,225.0,2017-05-05T10:21:49.000,Normal,Moderate traffic
4616341,FDR S Catherine Slip - BKN Bridge Manhattan Side,Manhattan,1,40.709080,-73.995900,27.96,93.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
4616341,FDR S Catherine Slip - BKN Bridge Manhattan Side,Manhattan,2,40.708950,-73.996941,27.96,93.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
4616341,FDR S Catherine Slip - BKN Bridge Manhattan Side,Manhattan,3,40.708820,-73.997611,27.96,93.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
4616341,FDR S Catherine Slip - BKN Bridge Manhattan Side,Manhattan,4,40.708610,-73.998270,27.96,93.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
4616341,FDR S Catherine Slip - BKN Bridge Manhattan Side,Manhattan,5,40.708410,-73.998731,27.96,93.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
4616341,FDR S Catherine Slip - BKN Bridge Manhattan Side,Manhattan,6,40.708220,-73.999110,27.96,93.0,2017-05-05T10:21:51.000,Normal,Moderate traffic
